Supplier_ID,Supplier_Name,Ingredient_Code,Ingredient_Name,CAS_Number,Purity,Batch_Number,Physical_State,pH,Toxicity_Profile,Solubility,Stability_Info,Recommended_Usage,Regulatory_Status,Shelf_Life,Lead_Time_for_Delivery,Availability,Cost_per_Unit,Safety_Data_Sheet,Transport_Conditions
SUP_7936,XYZ Suppliers,ING_28089,Ammonium Chloride,7647-01-0,94.91%,BN_5966_04,Liquid,5.83,Corrosive,Soluble in water,Stable under 25°C,9.90%,Non-Compliant,32 months,7 working days,Out of Stock,₹100.64 / unit,https://supplierportal.com/SDS/4337,Fragile
SUP_7757,XYZ Suppliers,ING_68707,Sodium Hypochlorite,7681-52-9,93.41%,BN_5720_12,Gas,13.03,Non-Toxic,Soluble in water,Avoid sunlight,7.28%,REACH Compliant,22 months,12 working days,Out of Stock,₹202.54 / unit,https://supplierportal.com/SDS/3946,Hazardous Material
SUP_2480,XYZ Suppliers,ING_29312,Ammonium Chloride,77-92-9,91.89%,BN_1604_09,Liquid,8.87,Irritant,Partially soluble,Avoid sunlight,2.50%,Non-Compliant,27 months,6 working days,In Stock,₹943.13 / unit,https://supplierportal.com/SDS/6978,Fragile
SUP_7855,ABC Chemicals Pvt Ltd,ING_53499,Citric Acid,7664-93-9,98.09%,BN_8038_12,Solid,5.15,Irritant,Partially soluble,Stable under 25°C,8.17%,Non-Compliant,8 months,5 working days,Out of Stock,₹517.95 / unit,https://supplierportal.com/SDS/8214,Handle with care
SUP_4598,XYZ Suppliers,ING_44588,Ammonium Chloride,77-92-9,97.84%,BN_5170_01,Solid,4.25,Non-Toxic,Insoluble,Keep refrigerated,6.30%,REACH Compliant,9 months,10 working days,Out of Stock,₹992.94 / unit,https://supplierportal.com/SDS/1300,Hazardous Material
SUP_4695,ABC Chemicals Pvt Ltd,ING_24771,Citric Acid,12125-02-9,93.96%,BN_6947_08,Gas,8.75,Non-Toxic,Soluble in water,Stable under 25°C,2.36%,Non-Compliant,26 months,8 working days,Out of Stock,₹379.53 / unit,https://supplierportal.com/SDS/9981,Hazardous Material
SUP_4548,Prime Chemicals,ING_45376,Ammonium Chloride,77-92-9,90.68%,BN_9154_09,Solid,13.07,Non-Toxic,Partially soluble,Avoid sunlight,2.83%,REACH Compliant,22 months,9 working days,Limited Stock,₹905.76 / unit,https://supplierportal.com/SDS/3874,Handle with care
SUP_1056,XYZ Suppliers,ING_76381,Ammonium Chloride,7664-93-9,93.42%,BN_1706_06,Solid,10.59,Irritant,Partially soluble,Keep refrigerated,6.96%,Non-Compliant,10 months,5 working days,Out of Stock,₹708.40 / unit,https://supplierportal.com/SDS/4068,Handle with care
SUP_1897,ABC Chemicals Pvt Ltd,ING_23027,Hydrochloric Acid,7681-52-9,95.24%,BN_6745_04,Liquid,10.17,Irritant,Soluble in water,Avoid sunlight,9.48%,REACH Compliant,11 months,13 working days,Limited Stock,₹430.86 / unit,https://supplierportal.com/SDS/6303,Hazardous Material
SUP_5729,Global Chem Ltd,ING_45068,Sodium Hypochlorite,7647-01-0,95.36%,BN_6284_10,Gas,12.41,Irritant,Partially soluble,Avoid sunlight,9.91%,REACH Compliant,27 months,11 working days,Out of Stock,₹667.03 / unit,https://supplierportal.com/SDS/2639,Fragile
SUP_8757,XYZ Suppliers,ING_32537,Sodium Hypochlorite,7681-52-9,94.33%,BN_5351_11,Liquid,8.84,Irritant,Partially soluble,Avoid sunlight,9.74%,REACH Compliant,22 months,12 working days,Out of Stock,₹220.44 / unit,https://supplierportal.com/SDS/8470,Hazardous Material
SUP_9311,Global Chem Ltd,ING_94456,Sulfuric Acid,77-92-9,90.34%,BN_2025_08,Gas,12.68,Non-Toxic,Partially soluble,Avoid sunlight,9.71%,REACH Compliant,18 months,6 working days,In Stock,₹570.76 / unit,https://supplierportal.com/SDS/3859,Hazardous Material
SUP_5320,Global Chem Ltd,ING_70103,Citric Acid,7664-93-9,90.71%,BN_7027_10,Solid,11.9,Non-Toxic,Partially soluble,Avoid sunlight,2.91%,REACH Compliant,7 months,7 working days,Out of Stock,₹159.88 / unit,https://supplierportal.com/SDS/6500,Hazardous Material
SUP_2960,XYZ Suppliers,ING_91777,Sodium Hypochlorite,7681-52-9,96.88%,BN_2130_11,Solid,8.02,Non-Toxic,Soluble in water,Stable under 25°C,1.73%,REACH Compliant,27 months,4 working days,In Stock,₹630.54 / unit,https://supplierportal.com/SDS/2249,Hazardous Material
SUP_8459,XYZ Suppliers,ING_39515,Citric Acid,7681-52-9,91.75%,BN_2187_11,Liquid,2.39,Corrosive,Soluble in water,Avoid sunlight,5.53%,REACH Compliant,33 months,13 working days,In Stock,₹730.37 / unit,https://supplierportal.com/SDS/2673,Fragile
SUP_7848,XYZ Suppliers,ING_37301,Sodium Hypochlorite,77-92-9,90.09%,BN_5571_05,Liquid,10.25,Non-Toxic,Insoluble,Keep refrigerated,6.64%,Non-Compliant,16 months,9 working days,In Stock,₹806.56 / unit,https://supplierportal.com/SDS/4219,Hazardous Material
SUP_7832,Global Chem Ltd,ING_64244,Citric Acid,7647-01-0,95.31%,BN_5260_08,Liquid,3.61,Irritant,Insoluble,Keep refrigerated,8.26%,Non-Compliant,18 months,6 working days,Out of Stock,₹640.08 / unit,https://supplierportal.com/SDS/9419,Fragile
SUP_8072,ABC Chemicals Pvt Ltd,ING_41389,Ammonium Chloride,7647-01-0,91.72%,BN_9161_08,Liquid,12.63,Corrosive,Soluble in water,Avoid sunlight,4.65%,REACH Compliant,34 months,6 working days,In Stock,₹195.97 / unit,https://supplierportal.com/SDS/1063,Handle with care
SUP_6956,Global Chem Ltd,ING_94801,Hydrochloric Acid,77-92-9,90.01%,BN_7050_08,Gas,11.45,Non-Toxic,Partially soluble,Keep refrigerated,2.68%,Non-Compliant,34 months,13 working days,Limited Stock,₹792.30 / unit,https://supplierportal.com/SDS/5476,Hazardous Material
SUP_5772,ABC Chemicals Pvt Ltd,ING_51251,Hydrochloric Acid,7664-93-9,91.27%,BN_1237_01,Liquid,8.26,Irritant,Soluble in water,Keep refrigerated,6.07%,REACH Compliant,11 months,11 working days,Out of Stock,₹431.75 / unit,https://supplierportal.com/SDS/6513,Fragile
SUP_9074,ABC Chemicals Pvt Ltd,ING_97369,Citric Acid,7681-52-9,95.02%,BN_7658_03,Liquid,10.38,Irritant,Soluble in water,Avoid sunlight,8.73%,REACH Compliant,19 months,14 working days,Limited Stock,₹583.40 / unit,https://supplierportal.com/SDS/8053,Fragile
SUP_7495,Global Chem Ltd,ING_71073,Citric Acid,77-92-9,93.48%,BN_1404_11,Gas,10.11,Corrosive,Partially soluble,Keep refrigerated,8.58%,Non-Compliant,18 months,14 working days,Limited Stock,₹163.40 / unit,https://supplierportal.com/SDS/7942,Hazardous Material
SUP_5204,Prime Chemicals,ING_63717,Ammonium Chloride,12125-02-9,92.20%,BN_4179_06,Liquid,9.11,Irritant,Insoluble,Stable under 25°C,6.00%,Non-Compliant,26 months,10 working days,In Stock,₹340.64 / unit,https://supplierportal.com/SDS/1922,Fragile
SUP_1280,XYZ Suppliers,ING_68084,Citric Acid,7664-93-9,99.73%,BN_9584_11,Liquid,12.65,Non-Toxic,Partially soluble,Stable under 25°C,4.56%,REACH Compliant,28 months,13 working days,Out of Stock,₹974.52 / unit,https://supplierportal.com/SDS/4474,Fragile
SUP_1829,Global Chem Ltd,ING_49034,Sulfuric Acid,7681-52-9,95.18%,BN_9381_10,Gas,8.22,Non-Toxic,Soluble in water,Avoid sunlight,7.90%,Non-Compliant,11 months,10 working days,Out of Stock,₹558.37 / unit,https://supplierportal.com/SDS/5674,Handle with care
SUP_1149,ABC Chemicals Pvt Ltd,ING_60959,Sulfuric Acid,12125-02-9,97.43%,BN_2503_10,Solid,12.25,Non-Toxic,Soluble in water,Stable under 25°C,5.80%,REACH Compliant,11 months,11 working days,Out of Stock,₹500.36 / unit,https://supplierportal.com/SDS/5954,Handle with care
SUP_9108,ABC Chemicals Pvt Ltd,ING_81735,Ammonium Chloride,7647-01-0,90.72%,BN_6459_07,Liquid,7.56,Irritant,Insoluble,Stable under 25°C,9.62%,Non-Compliant,33 months,10 working days,In Stock,₹813.51 / unit,https://supplierportal.com/SDS/4667,Hazardous Material
SUP_9680,ABC Chemicals Pvt Ltd,ING_78128,Sulfuric Acid,7647-01-0,98.18%,BN_8194_08,Liquid,9.4,Corrosive,Insoluble,Keep refrigerated,7.07%,Non-Compliant,35 months,14 working days,Limited Stock,₹448.63 / unit,https://supplierportal.com/SDS/7908,Fragile
SUP_2535,XYZ Suppliers,ING_48334,Sulfuric Acid,12125-02-9,98.99%,BN_6321_11,Solid,4.37,Irritant,Insoluble,Stable under 25°C,3.23%,REACH Compliant,9 months,3 working days,Out of Stock,₹803.38 / unit,https://supplierportal.com/SDS/1223,Fragile
SUP_4651,Global Chem Ltd,ING_98246,Citric Acid,7681-52-9,94.15%,BN_4511_02,Liquid,6.88,Corrosive,Insoluble,Keep refrigerated,1.26%,REACH Compliant,33 months,4 working days,In Stock,₹298.69 / unit,https://supplierportal.com/SDS/1978,Fragile
SUP_3502,Global Chem Ltd,ING_61799,Ammonium Chloride,77-92-9,99.95%,BN_7975_01,Liquid,11.1,Non-Toxic,Soluble in water,Keep refrigerated,5.90%,Non-Compliant,18 months,10 working days,Out of Stock,₹528.10 / unit,https://supplierportal.com/SDS/5722,Fragile
SUP_6124,ABC Chemicals Pvt Ltd,ING_57839,Citric Acid,7681-52-9,97.74%,BN_9571_11,Solid,4.06,Non-Toxic,Partially soluble,Stable under 25°C,2.08%,REACH Compliant,27 months,14 working days,In Stock,₹881.34 / unit,https://supplierportal.com/SDS/7942,Hazardous Material
SUP_2485,ABC Chemicals Pvt Ltd,ING_38104,Ammonium Chloride,77-92-9,95.28%,BN_8067_01,Solid,6.16,Irritant,Partially soluble,Avoid sunlight,1.85%,REACH Compliant,23 months,11 working days,Out of Stock,₹449.42 / unit,https://supplierportal.com/SDS/3012,Hazardous Material
SUP_2197,XYZ Suppliers,ING_62432,Citric Acid,7647-01-0,96.83%,BN_4632_09,Solid,10.89,Corrosive,Partially soluble,Avoid sunlight,3.07%,Non-Compliant,26 months,11 working days,Out of Stock,₹181.57 / unit,https://supplierportal.com/SDS/9423,Hazardous Material
SUP_8486,Prime Chemicals,ING_19085,Ammonium Chloride,7664-93-9,96.18%,BN_1944_08,Liquid,2.52,Non-Toxic,Partially soluble,Stable under 25°C,4.61%,REACH Compliant,28 months,3 working days,In Stock,₹490.62 / unit,https://supplierportal.com/SDS/2198,Fragile
SUP_5682,Global Chem Ltd,ING_40405,Citric Acid,12125-02-9,94.61%,BN_8938_01,Liquid,3.99,Corrosive,Insoluble,Keep refrigerated,8.46%,REACH Compliant,6 months,11 working days,Out of Stock,₹485.69 / unit,https://supplierportal.com/SDS/4982,Fragile
SUP_5250,Prime Chemicals,ING_78392,Citric Acid,7681-52-9,97.07%,BN_6555_03,Solid,5.22,Non-Toxic,Insoluble,Avoid sunlight,9.49%,REACH Compliant,20 months,10 working days,In Stock,₹463.96 / unit,https://supplierportal.com/SDS/4319,Handle with care
SUP_4959,ABC Chemicals Pvt Ltd,ING_89869,Hydrochloric Acid,77-92-9,91.28%,BN_3982_08,Gas,4.19,Irritant,Soluble in water,Avoid sunlight,5.03%,REACH Compliant,36 months,13 working days,Out of Stock,₹427.98 / unit,https://supplierportal.com/SDS/4971,Handle with care
SUP_7334,Global Chem Ltd,ING_35921,Sodium Hypochlorite,7664-93-9,96.74%,BN_6202_06,Solid,13.34,Irritant,Soluble in water,Stable under 25°C,2.52%,REACH Compliant,31 months,11 working days,In Stock,₹993.28 / unit,https://supplierportal.com/SDS/4732,Fragile
SUP_4334,XYZ Suppliers,ING_68530,Hydrochloric Acid,7647-01-0,95.22%,BN_8753_12,Liquid,1.26,Irritant,Insoluble,Stable under 25°C,6.11%,REACH Compliant,10 months,9 working days,Out of Stock,₹497.78 / unit,https://supplierportal.com/SDS/1888,Hazardous Material
SUP_8493,Global Chem Ltd,ING_83666,Citric Acid,77-92-9,95.61%,BN_1247_02,Gas,1.48,Corrosive,Insoluble,Keep refrigerated,2.59%,REACH Compliant,14 months,14 working days,Limited Stock,₹127.55 / unit,https://supplierportal.com/SDS/1343,Fragile
SUP_2514,XYZ Suppliers,ING_30491,Sodium Hypochlorite,7647-01-0,93.29%,BN_4717_02,Gas,13.69,Irritant,Partially soluble,Stable under 25°C,1.45%,Non-Compliant,15 months,9 working days,Out of Stock,₹416.62 / unit,https://supplierportal.com/SDS/8383,Handle with care
SUP_1928,Prime Chemicals,ING_78993,Sodium Hypochlorite,7647-01-0,97.82%,BN_7759_11,Solid,5.43,Corrosive,Partially soluble,Stable under 25°C,9.12%,REACH Compliant,20 months,9 working days,In Stock,₹423.48 / unit,https://supplierportal.com/SDS/2970,Hazardous Material
SUP_6404,Prime Chemicals,ING_96270,Ammonium Chloride,12125-02-9,94.71%,BN_1563_05,Solid,7.05,Irritant,Soluble in water,Keep refrigerated,9.53%,Non-Compliant,29 months,6 working days,Out of Stock,₹161.41 / unit,https://supplierportal.com/SDS/1225,Handle with care
SUP_5659,Prime Chemicals,ING_70387,Hydrochloric Acid,77-92-9,94.92%,BN_4488_04,Gas,12.88,Irritant,Partially soluble,Stable under 25°C,2.98%,Non-Compliant,20 months,5 working days,Out of Stock,₹135.62 / unit,https://supplierportal.com/SDS/1488,Fragile
SUP_8961,ABC Chemicals Pvt Ltd,ING_88317,Citric Acid,7647-01-0,95.34%,BN_4025_01,Solid,13.8,Irritant,Soluble in water,Keep refrigerated,3.62%,REACH Compliant,13 months,5 working days,Out of Stock,₹500.86 / unit,https://supplierportal.com/SDS/6023,Fragile
SUP_5270,Global Chem Ltd,ING_58618,Sodium Hypochlorite,7664-93-9,97.71%,BN_3741_11,Liquid,6.79,Irritant,Insoluble,Keep refrigerated,4.08%,Non-Compliant,30 months,10 working days,In Stock,₹528.69 / unit,https://supplierportal.com/SDS/3633,Hazardous Material
SUP_4072,ABC Chemicals Pvt Ltd,ING_47386,Sulfuric Acid,12125-02-9,98.22%,BN_3711_01,Liquid,7.78,Non-Toxic,Soluble in water,Avoid sunlight,7.32%,REACH Compliant,22 months,9 working days,In Stock,₹320.35 / unit,https://supplierportal.com/SDS/7327,Fragile
SUP_2711,Prime Chemicals,ING_66998,Sulfuric Acid,77-92-9,90.80%,BN_2705_09,Liquid,6.32,Corrosive,Partially soluble,Keep refrigerated,2.78%,REACH Compliant,18 months,3 working days,In Stock,₹126.93 / unit,https://supplierportal.com/SDS/6870,Fragile
SUP_9335,ABC Chemicals Pvt Ltd,ING_22528,Sodium Hypochlorite,7664-93-9,94.92%,BN_1089_06,Liquid,4.69,Corrosive,Soluble in water,Avoid sunlight,3.38%,Non-Compliant,27 months,11 working days,Out of Stock,₹594.20 / unit,https://supplierportal.com/SDS/1860,Fragile
SUP_9636,Prime Chemicals,ING_36790,Hydrochloric Acid,12125-02-9,99.49%,BN_6870_11,Liquid,6.25,Irritant,Soluble in water,Keep refrigerated,3.51%,REACH Compliant,24 months,11 working days,Limited Stock,₹278.11 / unit,https://supplierportal.com/SDS/9945,Hazardous Material
SUP_5196,ABC Chemicals Pvt Ltd,ING_56247,Hydrochloric Acid,12125-02-9,98.26%,BN_4429_09,Solid,1.88,Corrosive,Soluble in water,Stable under 25°C,6.72%,Non-Compliant,21 months,7 working days,Limited Stock,₹486.38 / unit,https://supplierportal.com/SDS/5650,Handle with care
SUP_6244,ABC Chemicals Pvt Ltd,ING_40893,Hydrochloric Acid,77-92-9,95.10%,BN_5949_12,Liquid,11.78,Non-Toxic,Partially soluble,Keep refrigerated,1.74%,REACH Compliant,27 months,9 working days,In Stock,₹848.51 / unit,https://supplierportal.com/SDS/3461,Hazardous Material
SUP_2623,ABC Chemicals Pvt Ltd,ING_14488,Sodium Hypochlorite,7681-52-9,96.54%,BN_4599_01,Liquid,13.27,Irritant,Insoluble,Keep refrigerated,6.69%,REACH Compliant,11 months,7 working days,Out of Stock,₹814.78 / unit,https://supplierportal.com/SDS/9848,Fragile
SUP_1104,XYZ Suppliers,ING_90284,Sulfuric Acid,7647-01-0,94.00%,BN_3188_01,Gas,3.32,Corrosive,Insoluble,Avoid sunlight,7.87%,REACH Compliant,16 months,13 working days,Limited Stock,₹492.82 / unit,https://supplierportal.com/SDS/1170,Fragile
SUP_4919,XYZ Suppliers,ING_95870,Citric Acid,7681-52-9,92.21%,BN_1247_08,Solid,1.88,Corrosive,Partially soluble,Avoid sunlight,7.07%,Non-Compliant,35 months,6 working days,In Stock,₹904.31 / unit,https://supplierportal.com/SDS/5313,Hazardous Material
SUP_6620,Prime Chemicals,ING_30483,Citric Acid,12125-02-9,91.87%,BN_6020_06,Liquid,2.95,Non-Toxic,Partially soluble,Stable under 25°C,1.33%,Non-Compliant,23 months,9 working days,Out of Stock,₹478.47 / unit,https://supplierportal.com/SDS/7786,Hazardous Material
SUP_1800,Prime Chemicals,ING_61402,Sulfuric Acid,7647-01-0,98.97%,BN_9098_02,Gas,12.5,Corrosive,Partially soluble,Keep refrigerated,7.32%,Non-Compliant,22 months,5 working days,Out of Stock,₹569.82 / unit,https://supplierportal.com/SDS/9883,Fragile
SUP_8582,ABC Chemicals Pvt Ltd,ING_93216,Ammonium Chloride,77-92-9,98.16%,BN_2700_11,Gas,1.3,Corrosive,Insoluble,Avoid sunlight,4.32%,Non-Compliant,14 months,11 working days,In Stock,₹750.87 / unit,https://supplierportal.com/SDS/1043,Handle with care
SUP_1747,Global Chem Ltd,ING_97020,Sulfuric Acid,12125-02-9,93.27%,BN_3654_10,Solid,7.82,Non-Toxic,Insoluble,Stable under 25°C,1.46%,Non-Compliant,28 months,7 working days,In Stock,₹745.62 / unit,https://supplierportal.com/SDS/5144,Fragile
SUP_3699,Global Chem Ltd,ING_64989,Ammonium Chloride,7647-01-0,94.36%,BN_7421_04,Liquid,11.29,Non-Toxic,Partially soluble,Keep refrigerated,1.57%,REACH Compliant,20 months,11 working days,Out of Stock,₹136.11 / unit,https://supplierportal.com/SDS/2967,Hazardous Material
SUP_6991,Prime Chemicals,ING_45137,Hydrochloric Acid,12125-02-9,91.76%,BN_2550_12,Gas,9.86,Non-Toxic,Soluble in water,Stable under 25°C,7.57%,Non-Compliant,26 months,12 working days,Limited Stock,₹167.32 / unit,https://supplierportal.com/SDS/6797,Hazardous Material
SUP_7071,ABC Chemicals Pvt Ltd,ING_61970,Ammonium Chloride,7647-01-0,90.12%,BN_1496_12,Solid,2.53,Irritant,Partially soluble,Stable under 25°C,1.01%,REACH Compliant,8 months,4 working days,Out of Stock,₹220.17 / unit,https://supplierportal.com/SDS/5610,Handle with care
SUP_6306,Global Chem Ltd,ING_58227,Sulfuric Acid,7647-01-0,99.47%,BN_6950_11,Solid,3.86,Irritant,Partially soluble,Avoid sunlight,3.25%,REACH Compliant,36 months,5 working days,Limited Stock,₹980.86 / unit,https://supplierportal.com/SDS/6672,Fragile
SUP_7886,Global Chem Ltd,ING_75491,Sulfuric Acid,7664-93-9,97.09%,BN_7491_05,Gas,1.4,Corrosive,Insoluble,Keep refrigerated,3.21%,REACH Compliant,24 months,4 working days,In Stock,₹208.97 / unit,https://supplierportal.com/SDS/8575,Fragile
SUP_7878,XYZ Suppliers,ING_27065,Sulfuric Acid,12125-02-9,95.05%,BN_5436_12,Solid,7.29,Corrosive,Partially soluble,Keep refrigerated,6.72%,Non-Compliant,15 months,9 working days,In Stock,₹110.49 / unit,https://supplierportal.com/SDS/2260,Handle with care
SUP_2741,Global Chem Ltd,ING_41450,Hydrochloric Acid,7664-93-9,97.27%,BN_2095_04,Liquid,10.31,Corrosive,Partially soluble,Stable under 25°C,5.81%,Non-Compliant,17 months,10 working days,In Stock,₹350.60 / unit,https://supplierportal.com/SDS/8599,Hazardous Material
SUP_3215,XYZ Suppliers,ING_98357,Sodium Hypochlorite,12125-02-9,93.99%,BN_1949_10,Gas,4.51,Corrosive,Soluble in water,Avoid sunlight,5.84%,REACH Compliant,15 months,14 working days,Out of Stock,₹500.80 / unit,https://supplierportal.com/SDS/8904,Handle with care
SUP_2038,XYZ Suppliers,ING_57862,Sodium Hypochlorite,7664-93-9,95.71%,BN_4910_04,Gas,12.12,Irritant,Partially soluble,Avoid sunlight,2.10%,Non-Compliant,25 months,7 working days,In Stock,₹161.52 / unit,https://supplierportal.com/SDS/7632,Handle with care
SUP_7547,XYZ Suppliers,ING_16984,Citric Acid,7681-52-9,97.78%,BN_9489_04,Solid,10.11,Corrosive,Soluble in water,Keep refrigerated,3.70%,Non-Compliant,16 months,5 working days,In Stock,₹968.95 / unit,https://supplierportal.com/SDS/4175,Handle with care
SUP_5034,Prime Chemicals,ING_58744,Citric Acid,7664-93-9,91.59%,BN_3275_03,Gas,11.05,Irritant,Soluble in water,Stable under 25°C,8.02%,REACH Compliant,14 months,7 working days,Limited Stock,₹788.75 / unit,https://supplierportal.com/SDS/7085,Handle with care
SUP_5014,Global Chem Ltd,ING_72762,Sodium Hypochlorite,12125-02-9,93.38%,BN_7244_11,Gas,5.48,Non-Toxic,Soluble in water,Keep refrigerated,6.20%,REACH Compliant,6 months,11 working days,Limited Stock,₹607.09 / unit,https://supplierportal.com/SDS/9289,Fragile
SUP_2615,Prime Chemicals,ING_10181,Citric Acid,7647-01-0,99.29%,BN_6954_02,Liquid,6.71,Non-Toxic,Partially soluble,Stable under 25°C,1.36%,Non-Compliant,16 months,10 working days,In Stock,₹405.60 / unit,https://supplierportal.com/SDS/5366,Hazardous Material
SUP_4573,Global Chem Ltd,ING_16923,Citric Acid,7664-93-9,95.16%,BN_5901_02,Gas,2.66,Corrosive,Partially soluble,Keep refrigerated,5.43%,Non-Compliant,17 months,10 working days,In Stock,₹381.34 / unit,https://supplierportal.com/SDS/2770,Handle with care
SUP_7083,XYZ Suppliers,ING_29438,Citric Acid,7647-01-0,90.39%,BN_7353_08,Solid,13.23,Irritant,Insoluble,Keep refrigerated,1.40%,Non-Compliant,10 months,11 working days,In Stock,₹709.87 / unit,https://supplierportal.com/SDS/8911,Handle with care
SUP_6751,XYZ Suppliers,ING_63977,Ammonium Chloride,7681-52-9,93.08%,BN_6605_07,Liquid,2.42,Corrosive,Partially soluble,Keep refrigerated,6.78%,Non-Compliant,25 months,8 working days,In Stock,₹696.70 / unit,https://supplierportal.com/SDS/7333,Hazardous Material
SUP_6839,Prime Chemicals,ING_13110,Citric Acid,12125-02-9,91.60%,BN_1732_11,Liquid,6.34,Non-Toxic,Insoluble,Avoid sunlight,5.70%,Non-Compliant,34 months,6 working days,In Stock,₹767.28 / unit,https://supplierportal.com/SDS/7165,Handle with care
SUP_8698,Prime Chemicals,ING_94277,Citric Acid,77-92-9,94.18%,BN_5582_06,Liquid,10.22,Non-Toxic,Partially soluble,Stable under 25°C,4.66%,Non-Compliant,23 months,6 working days,Limited Stock,₹875.28 / unit,https://supplierportal.com/SDS/6252,Hazardous Material
SUP_4327,Prime Chemicals,ING_22874,Ammonium Chloride,7681-52-9,99.50%,BN_2179_02,Solid,6.82,Non-Toxic,Soluble in water,Stable under 25°C,4.18%,REACH Compliant,23 months,8 working days,Limited Stock,₹182.04 / unit,https://supplierportal.com/SDS/4082,Hazardous Material
SUP_6455,Global Chem Ltd,ING_17725,Hydrochloric Acid,7647-01-0,94.64%,BN_7987_11,Solid,10.22,Non-Toxic,Partially soluble,Keep refrigerated,6.92%,Non-Compliant,13 months,7 working days,Limited Stock,₹530.40 / unit,https://supplierportal.com/SDS/7256,Fragile
SUP_2323,XYZ Suppliers,ING_65657,Ammonium Chloride,7664-93-9,97.79%,BN_8817_11,Solid,12.2,Irritant,Insoluble,Avoid sunlight,9.42%,Non-Compliant,22 months,12 working days,Limited Stock,₹212.29 / unit,https://supplierportal.com/SDS/9880,Hazardous Material
SUP_8274,Prime Chemicals,ING_94803,Sulfuric Acid,7664-93-9,92.67%,BN_9992_08,Liquid,10.76,Irritant,Partially soluble,Stable under 25°C,7.98%,REACH Compliant,18 months,11 working days,In Stock,₹866.81 / unit,https://supplierportal.com/SDS/7192,Fragile
SUP_8280,Global Chem Ltd,ING_76834,Hydrochloric Acid,7647-01-0,93.13%,BN_2830_08,Solid,2.64,Corrosive,Insoluble,Avoid sunlight,9.42%,REACH Compliant,10 months,8 working days,Limited Stock,₹105.21 / unit,https://supplierportal.com/SDS/8699,Hazardous Material
SUP_3542,ABC Chemicals Pvt Ltd,ING_69021,Sulfuric Acid,7647-01-0,96.91%,BN_4210_07,Solid,4.85,Corrosive,Insoluble,Keep refrigerated,6.08%,REACH Compliant,10 months,5 working days,In Stock,₹821.73 / unit,https://supplierportal.com/SDS/9841,Hazardous Material
SUP_6453,ABC Chemicals Pvt Ltd,ING_34514,Citric Acid,12125-02-9,95.75%,BN_2702_09,Liquid,12.32,Corrosive,Insoluble,Keep refrigerated,4.92%,Non-Compliant,12 months,9 working days,Limited Stock,₹372.28 / unit,https://supplierportal.com/SDS/8187,Handle with care
SUP_6118,XYZ Suppliers,ING_38164,Sodium Hypochlorite,7647-01-0,90.40%,BN_1433_05,Liquid,6.91,Non-Toxic,Partially soluble,Keep refrigerated,3.58%,Non-Compliant,29 months,7 working days,In Stock,₹398.17 / unit,https://supplierportal.com/SDS/5952,Fragile
SUP_5333,XYZ Suppliers,ING_65199,Hydrochloric Acid,7664-93-9,93.07%,BN_6951_02,Liquid,3.46,Corrosive,Soluble in water,Avoid sunlight,3.40%,Non-Compliant,7 months,14 working days,Limited Stock,₹290.71 / unit,https://supplierportal.com/SDS/8702,Fragile
SUP_8734,ABC Chemicals Pvt Ltd,ING_12502,Ammonium Chloride,77-92-9,95.61%,BN_3093_09,Solid,6.48,Irritant,Insoluble,Avoid sunlight,4.61%,REACH Compliant,9 months,3 working days,In Stock,₹865.00 / unit,https://supplierportal.com/SDS/8068,Hazardous Material
SUP_6140,XYZ Suppliers,ING_18885,Citric Acid,7664-93-9,92.05%,BN_2813_12,Solid,11.07,Non-Toxic,Soluble in water,Stable under 25°C,6.56%,REACH Compliant,14 months,9 working days,Limited Stock,₹823.40 / unit,https://supplierportal.com/SDS/2545,Handle with care
SUP_3238,Prime Chemicals,ING_67298,Sulfuric Acid,7664-93-9,97.54%,BN_9593_10,Liquid,3.28,Corrosive,Partially soluble,Keep refrigerated,5.56%,REACH Compliant,8 months,6 working days,In Stock,₹748.52 / unit,https://supplierportal.com/SDS/8806,Hazardous Material
SUP_1911,ABC Chemicals Pvt Ltd,ING_72019,Ammonium Chloride,12125-02-9,93.73%,BN_1730_12,Gas,1.07,Irritant,Soluble in water,Stable under 25°C,2.42%,Non-Compliant,31 months,5 working days,Limited Stock,₹949.12 / unit,https://supplierportal.com/SDS/2485,Hazardous Material
SUP_5081,Global Chem Ltd,ING_34591,Hydrochloric Acid,7664-93-9,95.11%,BN_1238_12,Liquid,4.13,Non-Toxic,Partially soluble,Avoid sunlight,3.50%,Non-Compliant,29 months,12 working days,Out of Stock,₹671.99 / unit,https://supplierportal.com/SDS/5026,Fragile
SUP_2331,Prime Chemicals,ING_56844,Ammonium Chloride,77-92-9,90.59%,BN_9940_09,Liquid,12.22,Corrosive,Partially soluble,Avoid sunlight,9.30%,Non-Compliant,8 months,12 working days,In Stock,₹582.79 / unit,https://supplierportal.com/SDS/9730,Fragile
SUP_5036,Prime Chemicals,ING_50861,Sulfuric Acid,12125-02-9,93.62%,BN_8671_09,Solid,7.96,Non-Toxic,Insoluble,Avoid sunlight,7.45%,Non-Compliant,25 months,5 working days,Limited Stock,₹166.08 / unit,https://supplierportal.com/SDS/4923,Hazardous Material
